Segment_No,sampEn_profile
1,3.5957469182363537
1,2.2188625186262514
1,1.8687847956708739
1,1.5793960673859797
1,1.3683600019895528
1,1.1992846609260452
1,1.0642036684087453
1,0.9720924466373901
1,0.8905793525599728
1,0.8228339144085672
1,0.7682958840372269
1,0.7254748614366765
1,0.6872426265339492
1,0.6487669050283805
1,0.6193527297064427
1,0.5914356341253051
1,0.5677975082305928
1,0.5456467301392518
1,0.5246946285729943
1,0.5056430862119465
1,0.4860176592514432
1,0.46785800229206
1,0.4527132845579627
1,0.43709616575927973
1,0.42285551450361064
1,0.4090869441771726
1,0.3954655590550635
1,0.38293516525380566
1,0.3708514884381951
1,0.35833018426415814
1,0.3471846272319201
1,0.33596793790482415
1,0.3256117217556642
1,0.3155419921357438
1,0.3055800446425693
1,0.29538053058342406
1,0.2864012653280949
1,0.2775655507771461
1,0.26902730910506917
1,0.26096748325997116
1,0.2526064648203078
1,0.2447419439269628
1,0.23744949519869182
1,0.2303350425946608
1,0.22374554118743215
1,0.21723510107844857
1,0.2107696792454657
1,0.20479218357093293
1,0.19907975765530964
1,0.19355019735960333
1,0.18838175074749602
1,0.18331430231458515
1,0.1783650951518906
1,0.17368869893004557
1,0.16892449716979646
1,0.16477182014982847
1,0.16050236016744696
1,0.15636574737233125
1,0.15232134430950317
1,0.14869417959172704
1,0.14497430379872558
1,0.1413986045540631
1,0.13792728978579497
1,0.13454425107886897
1,0.1313095640364706
1,0.12814671630758118
1,0.1250696527526373
1,0.1222095500317879
1,0.11938248887366565
1,0.11665809023424929
1,0.11410131217523105
1,0.11148229773727282
1,0.10915341067451685
1,0.10681980348058617
1,0.10444240329014617
1,0.102141060555822
1,0.09984484329530764
1,0.09758130420065296
1,0.09554916304434877
1,0.09361660544311073
1,0.09172621702201168
1,0.08988687632430462
1,0.08805786204364524
1,0.086255585014192
1,0.08448256115517809
1,0.0828532624785246
1,0.08124536790026786
1,0.07975848181678102
1,0.07817664732437186
1,0.07653072441802013
1,0.07504902212715515
1,0.07359821379876297
1,0.07215291475232599
1,0.07083655338923013
1,0.06951305483199956
1,0.06807364452113134
1,0.0667610300539907
1,0.06539560070527936
1,0.06424650315145813
1,0.06309929264795443
1,0.061916352850202826
1,0.06072826271201099
1,0.05965041947378299
1,0.058490547279874884
1,0.057391617847713926
1,0.056199285672497865
1,0.05515810255320339
1,0.05412919643614738
1,0.05304900124225906
1,0.05211159616142434
1,0.051152985034927746
1,0.05024091631882727
1,0.04934642915951168
1,0.048424501959150344
1,0.047512950128029655
1,0.04666631081681587
1,0.04579253086854845
1,0.04495404048973685
1,0.04424596011382483
1,0.043442629485755765
1,0.04269557414952585
1,0.041918829732288145
1,0.04112501218382821
1,0.04036924832105431
1,0.03964386313612187
1,0.03886902188191697
1,0.03805697025745908
1,0.037376043262448415
1,0.03665535105414612
1,0.03597541193642615
1,0.03529964895378525
1,0.034682611458730604
1,0.03406735725583719
1,0.03351510507578098
1,0.03289161301331372
1,0.032302308540676596
1,0.031676885400726
1,0.031110964485046775
1,0.030549296478422732
1,0.029947254507440114
1,0.029356728833309274
1,0.028808566710432082
1,0.02825738984632696
1,0.02770322484280951
1,0.027132152791756493
1,0.026565624148898084
1,0.026083134841307812
1,0.025577498136583006
1,0.0250594196660459
1,0.024540849325794145
1,0.024056467661309706
1,0.023514462202390885
1,0.023078252214583445
1,0.022643028805073507
1,0.022165314050477544
1,0.02172106401975637
1,0.02131165054591362
1,0.020852099405285613
1,0.020387205477993386
1,0.02002226712603285
1,0.019605078775318575
1,0.01923878607909287
1,0.018878015553534452
1,0.01846854800611537
1,0.018169948476850648
1,0.017801627442033046
1,0.017466098319113634
1,0.017170564842850473
1,0.01684605852021028
1,0.016531251107949542
1,0.016240678799858698
1,0.015931501755257236
1,0.015593178129159705
1,0.015299397073259243
1,0.014975948655048643
1,0.014676450129740873
1,0.014353089022661645
1,0.014027254260175587
1,0.013711394547156724
1,0.013428442521297145
1,0.013135293997211315
1,0.012856868199141027
1,0.012589225970352402
1,0.01230377958579929
1,0.01203464959513379
1,0.011755832796254554
1,0.011521554872560145
1,0.01127176679989132
1,0.011027266024732914
1,0.01082794922850666
1,0.010618536540458984
1,0.010414359928304612
1,0.010190817032174731
1,0.010001266081684758
1,0.009778828893756888
1,0.009543168481049968
1,0.009354992747353503
1,0.009174590398854342
1,0.008983654906184293
1,0.008798742860025402
1,0.008582661080269812
1,0.00840071638634975
1,0.008192036748804936
1,0.007979025149427096
1,0.007796833187134591
1,0.007662918242796303
1,0.007508901039940057
1,0.007334900309542218
1,0.007135393653766543
1,0.006935617850931146
1,0.006780742501703389
1,0.006607764759337863
1,0.006473036700370844
1,0.006293573339017077
1,0.006144522148257833
1,0.006007179674002599
1,0.005870222258218673
1,0.005729867822383522
1,0.005575777019573633
1,0.00544927666809504
1,0.005339105545595923
1,0.0052025984771199045
1,0.005084478291446606
1,0.004970487766739858
1,0.004847882314503922
1,0.004744614314376172
1,0.004632599573902655
1,0.004519569746188985
1,0.00442325108509711
1,0.004331044592900283
1,0.004243947047978886
1,0.004151919250849675
1,0.00407553234093625
1,0.00399160534760287
1,0.003908938492182847
1,0.003823893306595393
1,0.003743081692660947
1,0.003661025119035734
1,0.003585603137411826
1,0.0034960608359080585
1,0.003403012085461212
1,0.0033352435901915613
1,0.003245061320558243
1,0.0031878242319488847
1,0.0031166279059847363
